headline,date,doc_type,author,section,url,news_desk,material_type,word_count,keywords
Young Jean Lee’s Unsafe Spaces,2018-07-18,article,['Parul Sehgal'],,https://www.nytimes.com/2018/07/18/magazine/young-jean-lees-unsafe-spaces.html,Magazine,News,5348.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Writing and Writers'), ('subject', 'Minorities'), ('persons', 'Hammer, Armie'), ('persons', 'Lee, Young Jean'), ('persons', 'Riley, Boots'), ('creative_works', 'Straight White Men (Play)'), ('subject', 'Theater'), ('subject', 'Asian-Americans')]"
How Can I Make My Partner’s Parents More Woke?,2018-07-17,article,['Kwame Appiah'],,https://www.nytimes.com/2018/07/17/magazine/how-can-i-make-my-partners-parents-more-woke.html,Magazine,News,1130.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Domestic Violence'), ('subject', 'Minorities'), ('subject', 'Ethics (Personal)'), ('subject', 'Asian-Americans')]"
‘A Huge Blind Spot’: Why New York Asians Feel Overlooked,2018-07-04,article,['David Chen'],,https://www.nytimes.com/2018/07/04/nyregion/asians-overlooked-specialized-schools.html,Metro,News,1503.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Asian-Americans'), ('subject', 'Education (K-12)'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Tests and Examinations'), ('organizations', 'Education Department (NYC)'), ('glocations', 'New York City'), ('persons', 'de Blasio, Bill'), ('persons', 'Carranza, Richard A'), ('persons', 'Chin, Margaret S'), ('persons', 'Meng, Grace')]"
Confronting Asian-American Stereotypes ,2018-06-23,article,[],,https://www.nytimes.com/2018/06/23/us/confronting-asian-american-stereotypes.html,National,News,2262.0,"[('subject', 'Asian-Americans'), ('subject', 'Race and Ethnicity'), ('organizations', 'Harvard University'), ('subject', 'Immigration and Emigration')]"
The Last of the Tiger Parents,2018-06-22,article,['Ryan Park'],,https://www.nytimes.com/2018/06/22/opinion/sunday/asian-american-tiger-parents.html,OpEd,Op-Ed,1532.0,"[('subject', 'Children and Childhood'), ('subject', 'Parenting'), ('subject', 'Asian-Americans'), ('subject', 'Education (K-12)')]"
Asian-Americans Face Multiple Fronts in Battle Over Affirmative Action,2018-06-16,article,['John Eligon'],,https://www.nytimes.com/2018/06/16/us/affirmative-action-asian-americans.html,National,News,1507.0,"[('subject', 'Colleges and Universities'), ('organizations', 'Harvard University'), ('subject', 'Asian-Americans'), ('subject', 'Chinese-Americans'), ('subject', 'Affirmative Action'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Discrimination'), ('subject', 'Minorities'), ('subject', 'Education (K-12)')]"
College Admission Is Not a Personality Contest. Or Is It?,2018-06-15,article,['Amy Harmon'],,https://www.nytimes.com/2018/06/15/us/harvard-universities-personality-criteria-admissions.html,National,News,763.0,"[('organizations', 'Harvard University'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Colleges and Universities'), ('subject', 'Asian-Americans'), ('subject', 'Suits and Litigation (Civil)'), ('subject', 'Discrimination')]"
"Harvard Rated Asian-American Applicants Lower on Personality Traits, Suit Says",2018-06-15,article,['Anemona Hartocollis'],,https://www.nytimes.com/2018/06/15/us/harvard-asian-enrollment-applicants.html,National,News,1524.0,"[('organizations', 'Harvard University'), ('subject', 'Colleges and Universities'), ('subject', 'Suits and Litigation (Civil)'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Discrimination'), ('organizations', 'Students for Fair Admissions'), ('persons', 'Blum, Edward J'), ('subject', 'Asian-Americans'), ('subject', 'Affirmative Action'), ('subject', 'Race and Ethnicity')]"
"At Middlesex Community College, Extra Help for Asian Students",2018-06-05,article,['Linda Wertheimer'],,https://www.nytimes.com/2018/06/05/education/learning/middlesex-cc-southeast-asian-students.html,SpecialSections,News,1471.0,"[('organizations', 'Middlesex Community College'), ('subject', 'Asian-Americans'), ('subject', 'Community Colleges'), ('subject', 'Colleges and Universities')]"
Asian Groups See Bias in Plan to Diversify New York’s Elite Schools,2018-06-05,article,"['Elizabeth Harris', 'Winnie Hu']",,https://www.nytimes.com/2018/06/05/nyregion/carranza-specialized-schools-admission-asians.html,Metro,News,1249.0,"[('glocations', 'New York City'), ('subject', 'Education (K-12)'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Asian-Americans'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Hispanic-Americans'), ('persons', 'Carranza, Richard A'), ('subject', 'Tests and Examinations'), ('organizations', 'Stuyvesant High School'), ('organizations', 'Brooklyn Technical High School'), ('persons', 'de Blasio, Bill')]"
Democrats Hope Asian-American Influx Will Help Turn Orange County Blue,2018-06-03,article,['Vivian Yee'],,https://www.nytimes.com/2018/06/03/us/democrats-asians-orange-county-california.html,National,News,1785.0,"[('subject', 'Korean-Americans'), ('subject', 'Chinese-Americans'), ('subject', 'Asian-Americans'), ('subject', 'Midterm Elections (2018)'), ('subject', 'Elections, House of Representatives'), ('glocations', 'Orange County (Calif)'), ('subject', 'Immigration and Emigration'), ('organizations', 'Democratic Party'), ('organizations', 'Republican Party'), ('persons', 'Min, Dave (1976- )')]"
Why Have So Many South Asian-Americans Won the Spelling Bee?,2018-06-01,article,['Samarth Bhaskar'],,https://www.nytimes.com/2018/06/01/us/spelling-bee-south-asians.html,National,News,693.0,"[('subject', 'Scripps National Spelling Bee'), ('subject', 'Spelling'), ('subject', 'Asian-Americans'), ('persons', 'Nemmani, Karthik'), ('persons', 'Rega, Sam')]"
"Awe, Gratitude, Fear: Conflicting Emotions for Korean-Americans in the Era of Trump",2018-05-11,article,['Jennifer Medina'],,https://www.nytimes.com/2018/05/10/us/korean-americans-trump-immigration.html,National,News,1312.0,"[('subject', 'Korean-Americans'), ('subject', 'United States Politics and Government'), ('subject', 'Illegal Immigration'), ('subject', 'Deferred Action for Childhood Arrivals'), ('subject', 'Asian-Americans'), ('persons', 'Trump, Donald J'), ('glocations', 'California')]"
College Admissions and the Class of 2022,2018-05-10,article,['Adeel Hassan'],,https://www.nytimes.com/2018/05/10/us/harvard-admissions-and-the-class-of-2022.html,National,News,2279.0,"[('subject', 'Affirmative Action'), ('organizations', 'Harvard University'), ('subject', 'Asian-Americans'), ('subject', 'Colleges and Universities'), ('organizations', 'Students for Fair Admissions')]"
Rudy Giuliani vs. the Law,2018-05-03,article,['David Leonhardt'],,https://www.nytimes.com/2018/05/03/opinion/giuliani-trump-cohen-stormy-daniels.html,OpEd,Op-Ed,736.0,"[('subject', 'United States Politics and Government'), ('subject', 'Elections, House of Representatives'), ('subject', 'Primaries and Caucuses'), ('organizations', 'Democratic Party'), ('organizations', 'Republican Party'), ('glocations', 'California'), ('subject', 'Midterm Elections (2018)'), ('subject', 'Asian-Americans'), ('subject', 'Voting and Voters'), ('persons', 'Trump, Donald J'), ('persons', 'Giuliani, Rudolph W')]"
Teenager’s Prom Dress Stirs Furor in U.S. — but Not in China,2018-05-02,article,['Amy Qin'],,https://www.nytimes.com/2018/05/02/world/asia/chinese-prom-dress.html,Foreign,News,939.0,"[('subject', 'Proms'), ('subject', 'Fashion and Apparel'), ('subject', 'Asian-Americans'), ('glocations', 'China'), ('subject', 'Race and Ethnicity'), ('persons', 'Daum, Keziah'), ('persons', 'Lam, Jeremy')]"
Yellow Fever Restaurant at California Whole Foods Sets Off a Debate,2018-04-30,article,['Matt Stevens'],,https://www.nytimes.com/2018/04/30/us/yellow-fever-restaurant.html,Express,News,957.0,"[('organizations', 'Yellow Fever (California Restaurants)'), ('subject', 'Names, Organizational'), ('subject', 'Asian-Americans'), ('subject', 'Restaurants'), ('subject', 'Race and Ethnicity'), ('organizations', '365 by Whole Foods Markets'), ('persons', 'Kim, Kelly'), ('glocations', 'Long Beach (Calif)'), ('organizations', 'Whole Foods Market Inc'), ('subject', 'Discrimination')]"
"Soon-Tek Oh, Actor Who Chafed at Asian Stereotypes, Dies at 85",2018-04-25,article,['Neil Genzlinger'],,https://www.nytimes.com/2018/04/25/obituaries/soon-tek-oh-actor-who-chafed-at-asian-stereotypes-dies-at-85.html,Obits,Obituary (Obit),966.0,"[('persons', 'Oh, Soon-Tek'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Actors and Actresses'), ('organizations', 'East West Players'), ('subject', 'Asian-Americans'), ('subject', 'Television'), ('subject', 'Theater')]"
BuzzFeed’s Eugene Lee Yang Mixes Humor With Social Commentary,2018-04-19,article,['Zach Montague'],,https://www.nytimes.com/2018/04/19/style/buzzfeed-eugene-lee-yang.html,Styles,News,372.0,"[('persons', 'Yang, Eugene Lee'), ('subject', 'Korean-Americans'), ('subject', 'Asian-Americans'), ('organizations', 'BuzzFeed Inc'), ('subject', 'Movies')]"
Don’t Call Me a Genius,2018-04-14,article,['Viet Nguyen'],,https://www.nytimes.com/2018/04/14/opinion/sunday/dont-call-me-a-genius.html,OpEd,Op-Ed,1143.0,"[('subject', 'Writing and Writers'), ('subject', 'Vietnamese-Americans'), ('subject', 'Scholarships and Fellowships'), ('organizations', 'MacArthur, John D and Catherine T, Foundation'), ('persons', 'Kingston, Maxine Hong'), ('glocations', 'Vietnam'), ('persons', 'BULOSAN, CARLOS'), ('persons', 'EATON, EDITH'), ('persons', 'Okada, John (1923-71)'), ('subject', 'Asian-Americans')]"
The Artists Who Brought Asian-Americans Into the Annals of Contemporary Art,2018-04-12,article,['Nikil Saval'],,https://www.nytimes.com/2018/04/12/t-magazine/asian-american-art-martin-wong-tseng-kwong-chi.html,TStyle,News,1250.0,"[('subject', 'Art'), ('subject', 'Asian-Americans'), ('persons', 'Wong, Martin (1946-99)')]"
Why So Many Asian-American Women Are Bleaching Their Hair Blond,2018-04-09,article,['Andrea Cheng'],,https://www.nytimes.com/2018/04/09/fashion/why-are-so-many-asian-american-women-bleaching-their-hair-blond.html,Styles,News,1275.0,"[('subject', 'Hair'), ('subject', 'Race and Ethnicity'), ('subject', 'Asian-Americans'), ('subject', 'Beauty (Concept)')]"
"Asian-Americans, a Sleeping Political Giant",2018-04-05,article,['David Leonhardt'],,https://www.nytimes.com/2018/04/05/opinion/asian-americans-a-sleeping-political-giant.html,OpEd,Op-Ed,572.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Asian-Americans'), ('subject', 'Voting and Voters'), ('subject', 'Affirmative Action'), ('organizations', 'Islamic State in Iraq and Syria (ISIS)'), ('organizations', 'Democratic Party'), ('organizations', 'Republican Party'), ('glocations', 'Syria'), ('glocations', 'Virginia')]"
Asian-Americans Suing Harvard Say Admissions Files Show Discrimination,2018-04-04,article,['Anemona Hartocollis'],,https://www.nytimes.com/2018/04/04/us/harvard-asian-admission.html,National,News,1116.0,"[('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Colleges and Universities'), ('subject', 'Discrimination'), ('subject', 'Race and Ethnicity'), ('subject', 'Minorities'), ('subject', 'Asian-Americans'), ('subject', 'Affirmative Action'), ('organizations', 'Harvard University'), ('organizations', 'Students for Fair Admissions'), ('persons', 'Blum, Edward J')]"
"Deported, and Sticking Out: ‘This Ain’t Home. America’s My Home.’",2018-03-11,article,['Hannah Beech'],,https://www.nytimes.com/2018/03/11/world/asia/cambodia-deportees-trump.html,Foreign,News,1178.0,"[('subject', 'Deportation'), ('subject', 'Asian-Americans'), ('glocations', 'Cambodia'), ('subject', 'Immigration and Emigration')]"
When Hollywood Is Your Mirror,2018-03-09,article,['Adeel Hassan'],,https://www.nytimes.com/2018/03/09/us/when-hollywood-is-your-mirror.html,National,News,1240.0,"[('subject', 'Academy Awards (Oscars)'), ('subject', 'Asian-Americans'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Hispanic-Americans'), ('subject', 'Movies'), ('subject', 'Race and Ethnicity')]"
When Hollywood Is Our Mirror,2018-03-03,article,['Adeel Hassan'],,https://www.nytimes.com/2018/03/03/us/when-hollywood-is-our-mirror.html,National,News,1070.0,"[('subject', 'Academy Awards (Oscars)'), ('subject', 'Asian-Americans'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Hispanic-Americans'), ('subject', 'Movies'), ('subject', 'Race and Ethnicity')]"
The Left Is Energized. Now It Needs to Vote.,2018-02-26,article,['David Leonhardt'],,https://www.nytimes.com/2018/02/25/opinion/democrats-voter-turnout.html,OpEd,Op-Ed,825.0,"[('subject', 'Liberalism (US Politics)'), ('subject', 'Voting and Voters'), ('subject', 'United States Politics and Government'), ('subject', 'Youth'), ('subject', 'Asian-Americans'), ('subject', 'Hispanic-Americans'), ('subject', 'Demonstrations, Protests and Riots'), ('subject', 'Blacks'), ('subject', 'Black People'), ('persons', 'Trump, Donald J'), ('organizations', 'Democratic Party')]"
How to Fit All of Asia (and a Food Cart) Into a Museum Cafe?,2018-02-16,article,['Ligaya Mishan'],,https://www.nytimes.com/2018/02/16/dining/asian-art-museum-deuki-hong.html,Dining,News,1271.0,"[('subject', 'Museums'), ('subject', 'Asian-Americans'), ('organizations', 'Asian Art Museum'), ('organizations', 'Boba Guys Inc'), ('persons', 'Hong, Deuki'), ('subject', 'Restaurants'), ('glocations', 'San Francisco (Calif)')]"
"Donald Trump’s Racism: The Definitive List, Updated",2018-01-15,multimedia,"['David Leonhardt', 'Ian Philbrick']",,https://www.nytimes.com/interactive/2018/01/15/opinion/leonhardt-trump-racist.html,Opinion,Interactive Feature,0.0,"[('persons', 'Trump, Donald J'), ('subject', 'Politics and Government'), ('subject', 'Race and Ethnicity'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Immigration and Emigration'), ('subject', 'Presidential Election of 2016'), ('subject', 'Muslim Americans'), ('subject', 'Minorities'), ('subject', 'Hispanic-Americans'), ('subject', 'Asian-Americans'), ('subject', 'ANTI-SEMITISM'), ('subject', 'Central Park Jogger Case (1989)'), ('subject', 'Japanese-Americans'), ('subject', 'Native Americans'), ('subject', 'Navajo Indians'), ('subject', 'Hate Crimes'), ('organizations', 'Mara Salvatrucha (MS-13)'), ('subject', 'United States Politics and Government'), ('organizations', 'Ku Klux Klan'), ('organizations', 'Trump University'), ('persons', 'Duke, David E'), ('persons', 'Obama, Barack'), ('persons', 'Warren, Elizabeth'), ('glocations', 'Haiti'), ('glocations', 'Mexico'), ('glocations', 'Norway')]"
Fraternity Is Banned From Pennsylvania After Student’s Hazing Death,2018-01-08,article,['Rick Rojas'],,https://www.nytimes.com/2018/01/08/nyregion/fraternity-pennsylvania-hazing-death-baruch-college.html,Metro,News,1090.0,"[('subject', 'Hazing'), ('subject', 'Fraternities and Sororities'), ('subject', 'Colleges and Universities'), ('subject', 'Murders, Attempted Murders and Homicides'), ('subject', 'Asian-Americans'), ('organizations', 'Pi Delta Psi Fraternity'), ('organizations', 'Baruch College'), ('persons', 'Deng, Chun Hsien'), ('glocations', 'Pennsylvania'), ('subject', 'Deaths (Fatalities)')]"
The Alt-Right’s Asian Fetish,2018-01-06,article,['Audrea Lim'],,https://www.nytimes.com/2018/01/06/opinion/sunday/alt-right-asian-fetish.html,OpEd,Op-Ed,1452.0,"[('subject', 'Asian-Americans'), ('subject', 'Whites'), ('subject', 'Women and Girls'), ('subject', 'Neo Nazi Groups'), ('subject', 'Discrimination'), ('subject', 'Fringe Groups and Movements')]"
What Race/Related Loved in 2017,2017-12-25,article,[],,https://www.nytimes.com/2017/12/25/us/what-race-related-loved-in-2017.html,National,News,1198.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Native Americans'), ('subject', 'Hispanic-Americans'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Asian-Americans')]"
Four Men Await Sentencing in Baruch Student’s Hazing Death,2017-12-03,article,['Rick Rojas'],,https://www.nytimes.com/2017/12/03/nyregion/four-men-await-sentencing-in-baruch-students-hazing-death.html,Metro,News,873.0,"[('subject', 'Fraternities and Sororities'), ('subject', 'Hazing'), ('subject', 'Murders, Attempted Murders and Homicides'), ('subject', 'Colleges and Universities'), ('subject', 'Asian-Americans'), ('organizations', 'Pi Delta Psi Fraternity'), ('organizations', 'Baruch College'), ('persons', 'Deng, Chun Hsien'), ('persons', 'Lam, Raymond'), ('persons', 'Kwan, Kenny (1990- )'), ('persons', 'Lai, Charles (1990- )'), ('persons', 'Wong, Sheldon'), ('persons', 'Li, Daniel (1993- )'), ('glocations', 'Pennsylvania'), ('glocations', 'Poconos (Pa)')]"
Harvard Agrees to Turn Over Records Amid Discrimination Inquiry,2017-12-02,article,['Anemona Hartocollis'],,https://www.nytimes.com/2017/12/01/us/harvard-justice-department-discrimination.html,National,News,580.0,"[('subject', 'Discrimination'), ('subject', 'Colleges and Universities'), ('subject', 'Race and Ethnicity'), ('subject', 'Asian-Americans'), ('subject', 'ADMISSIONS STANDARDS'), ('organizations', 'Harvard University'), ('organizations', 'Justice Department')]"
"‘Nothing Against You’: For a Black Man Covering Race, the Story Is Never Far From Home",2017-11-24,article,['John Eligon'],,https://www.nytimes.com/2017/11/24/us/insider-vallejo-diverse.html,Insider,News,1016.0,"[('glocations', 'Vallejo (Calif)'), ('subject', 'Discrimination'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Hispanic-Americans'), ('subject', 'Asian-Americans'), ('subject', 'Race and Ethnicity')]"
Does Race Matter in America’s Most Diverse ZIP Codes?,2017-11-24,article,['John Eligon'],,https://www.nytimes.com/2017/11/24/us/does-race-matter-in-americas-most-diverse-zip-codes.html,National,News,1851.0,"[('glocations', 'Vallejo (Calif)'), ('subject', 'Discrimination'), ('subject', 'Minorities'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Whites'), ('subject', 'Hispanic-Americans'), ('subject', 'Asian-Americans')]"
He Took On the Voting Rights Act and Won. Now He’s Taking On Harvard.,2017-11-19,article,['Anemona Hartocollis'],,https://www.nytimes.com/2017/11/19/us/affirmative-action-lawsuits.html,National,News,1872.0,"[('subject', 'Affirmative Action'), ('persons', 'Blum, Edward J'), ('subject', 'ADMISSIONS STANDARDS'), ('organizations', 'Harvard University'), ('subject', 'Discrimination'), ('subject', 'Colleges and Universities'), ('organizations', 'Justice Department'), ('subject', 'Asian-Americans'), ('organizations', 'Ivy League'), ('organizations', 'Students for Fair Admissions')]"
"Asian-American Cuisine’s Rise, and Triumph",2017-11-10,article,['Ligaya Mishan'],,https://www.nytimes.com/2017/11/10/t-magazine/asian-american-cuisine.html,TStyle,News,3410.0,"[('subject', 'Cooking and Cookbooks'), ('subject', 'Restaurants'), ('subject', 'Asian-Americans'), ('subject', 'Food')]"
How Racism Made Me a Dodgers Fan,2017-11-03,article,['Fern Shen'],,https://www.nytimes.com/2017/11/02/opinion/how-racism-made-me-a-dodgers-fan.html,OpEd,Op-Ed,907.0,"[('subject', 'Baseball'), ('subject', 'World Series'), ('subject', 'Asian-Americans'), ('organizations', 'Major League Baseball'), ('persons', 'Darvish, Yu'), ('persons', 'Gurriel, Yulieski (1984- )'), ('organizations', 'Houston Astros'), ('organizations', 'Los Angeles Dodgers'), ('subject', 'Discrimination')]"
What Colleges Want in an Applicant (Everything),2017-11-01,article,['Eric Hoover'],,https://www.nytimes.com/2017/11/01/education/edlife/what-college-admissions-wants.html,EdLife,News,3556.0,"[('subject', 'Colleges and Universities'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Affirmative Action'), ('subject', 'Asian-Americans'), ('organizations', 'Harvard University'), ('organizations', 'Ivy League'), ('organizations', 'Massachusetts Institute of Technology'), ('organizations', 'Yale University')]"
Asian Test-Prep Centers Offer Parents Exactly What They Want: ‘Results’,2017-10-25,article,['Alice Yin'],,https://www.nytimes.com/2017/10/25/magazine/asian-test-prep-centers-offer-parents-exactly-what-they-want-results.html,Magazine,News,2533.0,"[('subject', 'Tests and Examinations'), ('subject', 'Asian-Americans'), ('organizations', 'Stuyvesant High School'), ('creative_works', 'The Asian American Achievement Paradox (Book)'), ('subject', 'Tutors and Tutoring'), ('organizations', 'Bronx High School of Science'), ('persons', 'Lee, Jennifer (Sociologist)'), ('glocations', 'Flushing (Queens, NY)')]"
5 Artists on How ‘M. Butterfly’ Changed Their Lives,2017-10-17,article,[],,https://www.nytimes.com/2017/10/17/theater/5-artists-on-how-m-butterfly-changed-their-lives.html,Arts&Leisure,News,886.0,"[('subject', 'Theater'), ('creative_works', 'M Butterfly (Play)'), ('subject', 'Asian-Americans'), ('persons', 'Hwang, David Henry'), ('persons', 'Kim, Jason (Playwright)'), ('persons', 'Takei, George'), ('persons', 'Wong, B D'), ('persons', 'Katigbak, Mia'), ('persons', 'Cho, Julia (1975- )')]"
What a Fraternity Hazing Death Revealed About the Painful Search for an Asian-American Identity,2017-08-09,article,['Jay Kang'],,https://www.nytimes.com/2017/08/09/magazine/what-a-fraternity-hazing-death-revealed-about-the-painful-search-for-an-asian-american-identity.html,Magazine,News,7067.0,"[('subject', 'Hazing'), ('persons', 'Deng, Chun Hsien'), ('subject', 'Murders, Attempted Murders and Homicides'), ('subject', 'Asian-Americans'), ('subject', 'Chinese-Americans'), ('subject', 'Discrimination'), ('subject', 'Korean-Americans'), ('organizations', 'Baruch College'), ('subject', 'Colleges and Universities')]"
"‘The Daily’: The Asian-Americans Suing Harvard, and the Man Behind the Case",2017-08-04,article,['Michael Barbaro'],,https://www.nytimes.com/2017/08/04/podcasts/the-daily/asian-americans-suing-harvard-affirmative-action.html,Podcasts,briefing,481.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Affirmative Action'), ('subject', 'Asian-Americans')]"
The History of Affirmative Action,2017-08-04,multimedia,"['Barbara Marcolini', 'Chris Cirillo']",,https://www.nytimes.com/video/us/100000005337045/donald-trump-affirmative-action.html,,Video,0.0,"[('subject', 'Affirmative Action'), ('subject', 'Colleges and Universities'), ('subject', 'Asian-Americans'), ('subject', 'ADMISSIONS STANDARDS'), ('subject', 'Discrimination'), ('organizations', 'Justice Department'), ('glocations', 'United States'), ('subject', 'Race and Ethnicity')]"
"Overweight Asian-Americans Are Seen as More ‘American,’ Study Finds",2017-08-03,article,['Niraj Chokshi'],,https://www.nytimes.com/2017/08/03/science/overweight-skinny-asians-americans.html,National,News,413.0,"[('subject', 'Asian-Americans'), ('subject', 'Weight'), ('subject', 'Research'), ('glocations', 'United States'), ('organizations', 'Psychological Science (Journal)'), ('organizations', 'University of Washington'), ('subject', 'Race and Ethnicity'), ('persons', 'Cheryan, Sapna')]"
Asian-Americans’ Complaint Prompted Justice Inquiry of College Admissions,2017-08-03,article,['Charlie Savage'],,https://www.nytimes.com/2017/08/02/us/politics/asian-americans-complaint-prompted-justice-inquiry-of-college-admissions.html,National,News,612.0,"[('subject', 'Colleges and Universities'), ('subject', 'Discrimination'), ('subject', 'Race and Ethnicity'), ('subject', 'Affirmative Action'), ('subject', 'Asian-Americans'), ('organizations', 'Harvard University'), ('organizations', 'Justice Department'), ('persons', 'Trump, Donald J'), ('glocations', 'United States')]"
First Encounters With Racism,2017-08-02,article,[],,https://www.nytimes.com/2017/08/02/us/first-encounters-with-racism.html,National,News,2053.0,"[('subject', 'Race and Ethnicity'), ('subject', 'Hispanic-Americans'), ('subject', 'Asian-Americans'), ('subject', 'Teenagers and Adolescence')]"
Tell Us 5 Things About Your Book: ‘Reading With Patrick’,2017-07-30,article,['John Williams'],,https://www.nytimes.com/2017/07/30/books/tell-us-5-things-about-your-book-reading-with-patrick.html,Culture,Question,1022.0,"[('persons', 'Kuo, Michelle (Author)'), ('creative_works', 'Reading With Patrick (Book)'), ('subject', 'Books and Literature'), ('subject', 'Asian-Americans'), ('subject', 'Blacks'), ('subject', 'Black People')]"
A Brooklyn Murder’s Decades-Old Origins in Rural China,2017-07-16,article,"['Alan Feuer', 'Jeffrey Singer']",,https://www.nytimes.com/2017/07/16/nyregion/a-brooklyn-murders-decades-old-origins-in-rural-china.html,Metro,News,1109.0,"[('subject', 'Murders, Attempted Murders and Homicides'), ('glocations', 'Sunset Park (Brooklyn, NY)'), ('persons', 'Ying Guan Chen (d 2015)'), ('persons', 'Wu Long Chen (December 7, 2015 Murder)'), ('glocations', 'Fujian Province (China)'), ('subject', 'Asian-Americans')]"
2 Asian-American Actors Leave ‘Hawaii Five-0’ Amid Reports of Unequal Pay,2017-07-06,article,['John Koblin'],,https://www.nytimes.com/2017/07/06/business/media/asian-american-actors-cbs-hawaii-five-0-salary-dispute.html,Business,News,611.0,"[('organizations', 'CBS Corporation'), ('persons', 'Kim, Daniel Dae (1968- )'), ('persons', 'Park, Grace'), ('subject', 'Race and Ethnicity'), ('subject', 'Asian-Americans'), ('subject', 'Television'), ('subject', 'Actors and Actresses')]"
The Slants on the Power of Repurposing a Slur,2017-06-23,article,['Simon Tam'],,https://www.nytimes.com/2017/06/23/opinion/the-power-of-repurposing-a-slur.html,OpEd,Op-Ed,960.0,"[('subject', 'Discrimination'), ('subject', 'Race and Ethnicity'), ('subject', 'Music'), ('subject', 'Trademarks and Trade Names'), ('organizations', 'Slants (Music Group)'), ('subject', 'Asian-Americans')]"
Why the Slants Took a Fight Over Their Band Name to the Supreme Court,2017-06-20,article,['Joe Coscarelli'],,https://www.nytimes.com/2017/06/19/arts/music/slants-name-supreme-court-ruling.html,Culture,Question,845.0,"[('organizations', 'Supreme Court (US)'), ('subject', 'Pop and Rock Music'), ('organizations', 'Slants (Music Group)'), ('subject', 'Freedom of Speech and Expression'), ('subject', 'Race and Ethnicity'), ('subject', 'First Amendment (US Constitution)'), ('subject', 'Trademarks and Trade Names'), ('subject', 'Asian-Americans'), ('persons', 'ALITO, SAMUEL A JR'), ('organizations', 'Washington Redskins')]"
Editorial Contest Winner | ‘The Asian Misnomer: What the Affirmative Action Debate Misses’,2017-05-30,article,[],,https://www.nytimes.com/2017/05/30/learning/editorial-contest-winner-the-asian-misnomer-what-the-affirmative-action-debate-misses.html,Learning,News,575.0,"[('subject', 'Colleges and Universities'), ('subject', 'Affirmative Action'), ('subject', 'Asian-Americans'), ('subject', 'Race and Ethnicity'), ('subject', 'Chinese-Americans'), ('subject', 'Muslim Americans'), ('subject', 'Indian-Americans'), ('subject', 'News and News Media'), ('organizations', 'New York Times'), ('subject', 'Reading and Writing Skills (Education)')]"
‘Everyone Has a Price’: Readers React to Removal of Passenger From United Flight,2017-04-11,article,['Marie McDermott'],,https://www.nytimes.com/2017/04/11/business/united-airline-passenger-reactions.html,Business,News,1320.0,"[('subject', 'AIRLINES AND AIRPLANES'), ('subject', 'Airport Security'), ('subject', 'Travel and Vacations'), ('subject', 'Asian-Americans'), ('organizations', 'United Airlines'), ('glocations', 'Chicago (Ill)'), ('persons', 'Dao, David A (1948- )')]"
It Takes a Suburb: A Town Struggles to Ease Student Stress,2017-04-05,article,['Kyle Spencer'],,https://www.nytimes.com/2017/04/05/education/edlife/overachievers-student-stress-in-high-school-.html,EdLife,News,3245.0,"[('subject', 'Education (Secondary)'), ('subject', 'Anxiety and Stress'), ('subject', 'Colleges and Universities'), ('glocations', 'Lexington (Mass)'), ('subject', 'Education (K-12)'), ('subject', 'Happiness'), ('subject', 'Asian-Americans')]"
"In Los Angeles, a Festival of Love and Hapa-ness",2017-03-11,article,['Lawrence Downes'],,https://www.nytimes.com/2017/03/11/opinion/sunday/in-los-angeles-a-festival-of-love-and-hapa-ness.html,Editorial,Editorial,832.0,"[('glocations', 'Los Angeles (Calif)'), ('subject', 'Japanese-Americans'), ('subject', 'Asian-Americans'), ('glocations', 'Hawaii'), ('creative_works', 'One Big Hapa Family (Movie)')]"
